no	month	temperature	precipitation	station	country	latitude	NS	longitude	WE	altitude
694	9	8.3	NA	ウジュール_ロシア	ロシア	55.3	N	89.82	E	386
694	10	1.4	NA	ウジュール_ロシア	ロシア	55.3	N	89.82	E	386
694	11	-8.2	NA	ウジュール_ロシア	ロシア	55.3	N	89.82	E	386
694	12	-15.2	NA	ウジュール_ロシア	ロシア	55.3	N	89.82	E	386
695	1	-17.8	NA	ウスチウサ_ロシア	ロシア	65.98	N	56.91	E	77
695	2	-16.3	NA	ウスチウサ_ロシア	ロシア	65.98	N	56.91	E	77
695	3	-9.3	NA	ウスチウサ_ロシア	ロシア	65.98	N	56.91	E	77
695	4	-3	NA	ウスチウサ_ロシア	ロシア	65.98	N	56.91	E	77
695	5	4	NA	ウスチウサ_ロシア	ロシア	65.98	N	56.91	E	77
695	6	11.6	NA	ウスチウサ_ロシア	ロシア	65.98	N	56.91	E	77
695	7	15.4	NA	ウスチウサ_ロシア	ロシア	65.98	N	56.91	E	77
695	8	11.9	NA	ウスチウサ_ロシア	ロシア	65.98	N	56.91	E	77
695	9	6.9	NA	ウスチウサ_ロシア	ロシア	65.98	N	56.91	E	77
695	10	-0.6	NA	ウスチウサ_ロシア	ロシア	65.98	N	56.91	E	77
695	11	-9.8	NA	ウスチウサ_ロシア	ロシア	65.98	N	56.91	E	77
695	12	-14.4	NA	ウスチウサ_ロシア	ロシア	65.98	N	56.91	E	77
696	1	-28.4	NA	ウスチウマリタ_ロシア	ロシア	51.63	N	133.27	E	383
696	2	-21.9	NA	ウスチウマリタ_ロシア	ロシア	51.63	N	133.27	E	383
696	3	-10.8	NA	ウスチウマリタ_ロシア	ロシア	51.63	N	133.27	E	383
696	4	1.2	NA	ウスチウマリタ_ロシア	ロシア	51.63	N	133.27	E	383
696	5	9.8	NA	ウスチウマリタ_ロシア	ロシア	51.63	N	133.27	E	383
696	6	16.1	NA	ウスチウマリタ_ロシア	ロシア	51.63	N	133.27	E	383
696	7	19.2	NA	ウスチウマリタ_ロシア	ロシア	51.63	N	133.27	E	383
696	8	16.7	NA	ウスチウマリタ_ロシア	ロシア	51.63	N	133.27	E	383
696	9	9.6	NA	ウスチウマリタ_ロシア	ロシア	51.63	N	133.27	E	383
696	10	-0.8	NA	ウスチウマリタ_ロシア	ロシア	51.63	N	133.27	E	383
696	11	-16.5	NA	ウスチウマリタ_ロシア	ロシア	51.63	N	133.27	E	383
696	12	-28.2	NA	ウスチウマリタ_ロシア	ロシア	51.63	N	133.27	E	383
697	1	-15.1	NA	ウスチクロム_ロシア	ロシア	61.68	N	53.68	E	140
697	2	-13.5	NA	ウスチクロム_ロシア	ロシア	61.68	N	53.68	E	140
697	3	-5.8	NA	ウスチクロム_ロシア	ロシア	61.68	N	53.68	E	140
697	4	1.6	NA	ウスチクロム_ロシア	ロシア	61.68	N	53.68	E	140
697	5	8.8	NA	ウスチクロム_ロシア	ロシア	61.68	N	53.68	E	140
697	6	14.3	NA	ウスチクロム_ロシア	ロシア	61.68	N	53.68	E	140
697	7	17.5	NA	ウスチクロム_ロシア	ロシア	61.68	N	53.68	E	140
697	8	13.5	NA	ウスチクロム_ロシア	ロシア	61.68	N	53.68	E	140
697	9	8.1	NA	ウスチクロム_ロシア	ロシア	61.68	N	53.68	E	140
697	10	1.3	NA	ウスチクロム_ロシア	ロシア	61.68	N	53.68	E	140
697	11	-7.1	NA	ウスチクロム_ロシア	ロシア	61.68	N	53.68	E	140
697	12	-12.1	NA	ウスチクロム_ロシア	ロシア	61.68	N	53.68	E	140
698	1	-19.8	12.1	ウスチコクサ_ロシア	ロシア	50.27	N	85.62	E	977
698	2	-15.6	11.1	ウスチコクサ_ロシア	ロシア	50.27	N	85.62	E	977
698	3	-6	15.1	ウスチコクサ_ロシア	ロシア	50.27	N	85.62	E	977
698	4	4.7	29.1	ウスチコクサ_ロシア	ロシア	50.27	N	85.62	E	977
698	5	10.4	55.9	ウスチコクサ_ロシア	ロシア	50.27	N	85.62	E	977
698	6	15.4	75.5	ウスチコクサ_ロシア	ロシア	50.27	N	85.62	E	977
698	7	17.1	70.6	ウスチコクサ_ロシア	ロシア	50.27	N	85.62	E	977
698	8	15.1	71.8	ウスチコクサ_ロシア	ロシア	50.27	N	85.62	E	977
698	9	9	43.7	ウスチコクサ_ロシア	ロシア	50.27	N	85.62	E	977
698	10	1.9	36.4	ウスチコクサ_ロシア	ロシア	50.27	N	85.62	E	977
698	11	-8.3	26.6	ウスチコクサ_ロシア	ロシア	50.27	N	85.62	E	977
698	12	-16.7	17.2	ウスチコクサ_ロシア	ロシア	50.27	N	85.62	E	977
699	1	-16.3	35.3	ウスチツィルマ_ロシア	ロシア	65.43	N	52.27	E	70
699	2	-14.8	24.6	ウスチツィルマ_ロシア	ロシア	65.43	N	52.27	E	70
699	3	-7.8	27.9	ウスチツィルマ_ロシア	ロシア	65.43	N	52.27	E	70
699	4	-1.4	33.4	ウスチツィルマ_ロシア	ロシア	65.43	N	52.27	E	70
699	5	5.4	42.5	ウスチツィルマ_ロシア	ロシア	65.43	N	52.27	E	70
699	6	12.1	67.4	ウスチツィルマ_ロシア	ロシア	65.43	N	52.27	E	70
699	7	15.8	70.1	ウスチツィルマ_ロシア	ロシア	65.43	N	52.27	E	70
699	8	12.2	63.9	ウスチツィルマ_ロシア	ロシア	65.43	N	52.27	E	70
699	9	7.3	68.9	ウスチツィルマ_ロシア	ロシア	65.43	N	52.27	E	70
699	10	0.2	53.9	ウスチツィルマ_ロシア	ロシア	65.43	N	52.27	E	70
699	11	-8.2	47.6	ウスチツィルマ_ロシア	ロシア	65.43	N	52.27	E	70
699	12	-12.7	39.3	ウスチツィルマ_ロシア	ロシア	65.43	N	52.27	E	70
700	1	-30.2	6.4	ウスチニュクジャ_ロシア	ロシア	56.58	N	121.5	E	430
700	2	-23.5	4.8	ウスチニュクジャ_ロシア	ロシア	56.58	N	121.5	E	430
700	3	-13	6.2	ウスチニュクジャ_ロシア	ロシア	56.58	N	121.5	E	430
700	4	-1.2	16.1	ウスチニュクジャ_ロシア	ロシア	56.58	N	121.5	E	430
700	5	7.9	106	ウスチニュクジャ_ロシア	ロシア	56.58	N	121.5	E	430
700	6	15.7	99.2	ウスチニュクジャ_ロシア	ロシア	56.58	N	121.5	E	430
700	7	18.4	136	ウスチニュクジャ_ロシア	ロシア	56.58	N	121.5	E	430
700	8	15.5	106.2	ウスチニュクジャ_ロシア	ロシア	56.58	N	121.5	E	430
700	9	7.2	68.1	ウスチニュクジャ_ロシア	ロシア	56.58	N	121.5	E	430
700	10	-3.9	22.4	ウスチニュクジャ_ロシア	ロシア	56.58	N	121.5	E	430
700	11	-19.8	12.5	ウスチニュクジャ_ロシア	ロシア	56.58	N	121.5	E	430
700	12	-30.1	8.1	ウスチニュクジャ_ロシア	ロシア	56.58	N	121.5	E	430
701	1	-12.6	15.7	ウスチハイリュゾボ_ロシア	ロシア	57.1	N	156.74	E	3
701	2	-12.8	16.4	ウスチハイリュゾボ_ロシア	ロシア	57.1	N	156.74	E	3
701	3	-8.6	17.9	ウスチハイリュゾボ_ロシア	ロシア	57.1	N	156.74	E	3
701	4	-2.8	15	ウスチハイリュゾボ_ロシア	ロシア	57.1	N	156.74	E	3
701	5	3.5	32.5	ウスチハイリュゾボ_ロシア	ロシア	57.1	N	156.74	E	3
701	6	8.7	45.3	ウスチハイリュゾボ_ロシア	ロシア	57.1	N	156.74	E	3
701	7	12.5	46.4	ウスチハイリュゾボ_ロシア	ロシア	57.1	N	156.74	E	3
701	8	12.7	89.3	ウスチハイリュゾボ_ロシア	ロシア	57.1	N	156.74	E	3
701	9	9	88.4	ウスチハイリュゾボ_ロシア	ロシア	57.1	N	156.74	E	3
701	10	2.9	82.5	ウスチハイリュゾボ_ロシア	ロシア	57.1	N	156.74	E	3
701	11	-4.3	56.8	ウスチハイリュゾボ_ロシア	ロシア	57.1	N	156.74	E	3
701	12	-10.6	28.8	ウスチハイリュゾボ_ロシア	ロシア	57.1	N	156.74	E	3
702	1	-20.3	15.2	ウスチバルグジン_ロシア	ロシア	53.42	N	109.02	E	459
702	2	-17.8	4.4	ウスチバルグジン_ロシア	ロシア	53.42	N	109.02	E	459
702	3	-10.3	5.4	ウスチバルグジン_ロシア	ロシア	53.42	N	109.02	E	459
702	4	-0.6	13.9	ウスチバルグジン_ロシア	ロシア	53.42	N	109.02	E	459
702	5	6	16.8	ウスチバルグジン_ロシア	ロシア	53.42	N	109.02	E	459
702	6	12.5	37.5	ウスチバルグジン_ロシア	ロシア	53.42	N	109.02	E	459
702	7	16.7	79.2	ウスチバルグジン_ロシア	ロシア	53.42	N	109.02	E	459
702	8	15.7	74.5	ウスチバルグジン_ロシア	ロシア	53.42	N	109.02	E	459
702	9	9.2	39.4	ウスチバルグジン_ロシア	ロシア	53.42	N	109.02	E	459
702	10	1.3	23.7	ウスチバルグジン_ロシア	ロシア	53.42	N	109.02	E	459
702	11	-8	38.7	ウスチバルグジン_ロシア	ロシア	53.42	N	109.02	E	459
702	12	-15.3	40.3	ウスチバルグジン_ロシア	ロシア	53.42	N	109.02	E	459
703	1	-38.3	11.6	ウスチマヤ_ロシア	ロシア	60.38	N	134.45	E	169
703	2	-33.2	8.9	ウスチマヤ_ロシア	ロシア	60.38	N	134.45	E	169
703	3	-19	9.8	ウスチマヤ_ロシア	ロシア	60.38	N	134.45	E	169
703	4	-3.2	11.9	ウスチマヤ_ロシア	ロシア	60.38	N	134.45	E	169
703	5	8.2	30	ウスチマヤ_ロシア	ロシア	60.38	N	134.45	E	169
703	6	16.4	31.3	ウスチマヤ_ロシア	ロシア	60.38	N	134.45	E	169
703	7	19.1	57.7	ウスチマヤ_ロシア	ロシア	60.38	N	134.45	E	169
703	8	15.2	59.5	ウスチマヤ_ロシア	ロシア	60.38	N	134.45	E	169
703	9	6.9	46.3	ウスチマヤ_ロシア	ロシア	60.38	N	134.45	E	169
703	10	-6.2	32.6	ウスチマヤ_ロシア	ロシア	60.38	N	134.45	E	169
703	11	-25.8	21.1	ウスチマヤ_ロシア	ロシア	60.38	N	134.45	E	169
703	12	-38.1	10.4	ウスチマヤ_ロシア	ロシア	60.38	N	134.45	E	169
704	1	-12.4	41.7	ウファ_ロシア	ロシア	54.71	N	55.81	E	104
704	2	-11.7	37.4	ウファ_ロシア	ロシア	54.71	N	55.81	E	104
704	3	-4.4	40.6	ウファ_ロシア	ロシア	54.71	N	55.81	E	104
704	4	5.8	40.3	ウファ_ロシア	ロシア	54.71	N	55.81	E	104
704	5	13.8	49.5	ウファ_ロシア	ロシア	54.71	N	55.81	E	104
704	6	18	59	ウファ_ロシア	ロシア	54.71	N	55.81	E	104
704	7	19.8	44	ウファ_ロシア	ロシア	54.71	N	55.81	E	104
704	8	17.8	48.9	ウファ_ロシア	ロシア	54.71	N	55.81	E	104
704	9	11.8	49.9	ウファ_ロシア	ロシア	54.71	N	55.81	E	104
704	10	5	50.8	ウファ_ロシア	ロシア	54.71	N	55.81	E	104
704	11	-3.5	46.5	ウファ_ロシア	ロシア	54.71	N	55.81	E	104
704	12	-10.6	45	ウファ_ロシア	ロシア	54.71	N	55.81	E	104
705	1	-16	NA	ウフタ_ロシア	ロシア	63.58	N	53.81	E	133
705	2	-14.2	NA	ウフタ_ロシア	ロシア	63.58	N	53.81	E	133
705	3	-6.9	NA	ウフタ_ロシア	ロシア	63.58	N	53.81	E	133
705	4	0	NA	ウフタ_ロシア	ロシア	63.58	N	53.81	E	133
705	5	7	NA	ウフタ_ロシア	ロシア	63.58	N	53.81	E	133
705	6	13.1	NA	ウフタ_ロシア	ロシア	63.58	N	53.81	E	133
705	7	16.4	NA	ウフタ_ロシア	ロシア	63.58	N	53.81	E	133
705	8	12.7	NA	ウフタ_ロシア	ロシア	63.58	N	53.81	E	133
705	9	7.5	NA	ウフタ_ロシア	ロシア	63.58	N	53.81	E	133
705	10	0.4	NA	ウフタ_ロシア	ロシア	63.58	N	53.81	E	133
705	11	-8.1	NA	ウフタ_ロシア	ロシア	63.58	N	53.81	E	133
705	12	-12.9	NA	ウフタ_ロシア	ロシア	63.58	N	53.81	E	133
706	1	-11.9	11.4	ウラジオストク_ロシア	ロシア	43.12	N	131.92	E	187
706	2	-8.1	16	ウラジオストク_ロシア	ロシア	43.12	N	131.92	E	187
706	3	-1.5	24.4	ウラジオストク_ロシア	ロシア	43.12	N	131.92	E	187
706	4	5.3	43	ウラジオストク_ロシア	ロシア	43.12	N	131.92	E	187
706	5	10	97.2	ウラジオストク_ロシア	ロシア	43.12	N	131.92	E	187
706	6	13.8	101.5	ウラジオストク_ロシア	ロシア	43.12	N	131.92	E	187
706	7	18.1	157.8	ウラジオストク_ロシア	ロシア	43.12	N	131.92	E	187
706	8	20	176	ウラジオストク_ロシア	ロシア	43.12	N	131.92	E	187
706	9	16.3	103.3	ウラジオストク_ロシア	ロシア	43.12	N	131.92	E	187
706	10	9.3	67.4	ウラジオストク_ロシア	ロシア	43.12	N	131.92	E	187
706	11	-0.7	35.9	ウラジオストク_ロシア	ロシア	43.12	N	131.92	E	187
706	12	-9.2	22	ウラジオストク_ロシア	ロシア	43.12	N	131.92	E	187
707	1	-22.5	NA	ウランウデ_ロシア	ロシア	51.83	N	107.6	E	514
707	2	-17.2	NA	ウランウデ_ロシア	ロシア	51.83	N	107.6	E	514
707	3	-6.3	NA	ウランウデ_ロシア	ロシア	51.83	N	107.6	E	514
707	4	3.8	NA	ウランウデ_ロシア	ロシア	51.83	N	107.6	E	514
707	5	11.2	NA	ウランウデ_ロシア	ロシア	51.83	N	107.6	E	514
707	6	18.3	NA	ウランウデ_ロシア	ロシア	51.83	N	107.6	E	514
707	7	21	NA	ウランウデ_ロシア	ロシア	51.83	N	107.6	E	514
707	8	18.2	NA	ウランウデ_ロシア	ロシア	51.83	N	107.6	E	514
707	9	10.6	NA	ウランウデ_ロシア	ロシア	51.83	N	107.6	E	514
707	10	1.4	NA	ウランウデ_ロシア	ロシア	51.83	N	107.6	E	514
707	11	-9.9	NA	ウランウデ_ロシア	ロシア	51.83	N	107.6	E	514
707	12	-19.1	NA	ウランウデ_ロシア	ロシア	51.83	N	107.6	E	514
708	1	-20.9	13.3	ウランゲル島_ロシア	ロシア	70.98	N	178.65	W	2
708	2	-20.9	13.9	ウランゲル島_ロシア	ロシア	70.98	N	178.65	W	2
708	3	-20.2	9.2	ウランゲル島_ロシア	ロシア	70.98	N	178.65	W	2
708	4	-14.7	6.4	ウランゲル島_ロシア	ロシア	70.98	N	178.65	W	2
708	5	-4.7	9.6	ウランゲル島_ロシア	ロシア	70.98	N	178.65	W	2
708	6	1.5	10.1	ウランゲル島_ロシア	ロシア	70.98	N	178.65	W	2
708	7	3.8	21.9	ウランゲル島_ロシア	ロシア	70.98	N	178.65	W	2
708	8	4.3	18.5	ウランゲル島_ロシア	ロシア	70.98	N	178.65	W	2
708	9	1.4	14.5	ウランゲル島_ロシア	ロシア	70.98	N	178.65	W	2
708	10	-2.6	18.9	ウランゲル島_ロシア	ロシア	70.98	N	178.65	W	2
708	11	-9.5	13.1	ウランゲル島_ロシア	ロシア	70.98	N	178.65	W	2
708	12	-16.3	13.9	ウランゲル島_ロシア	ロシア	70.98	N	178.65	W	2
709	1	-12.5	NA	エカテリンブルク_ロシア	ロシア	56.83	N	60.63	E	280
709	2	-10.4	NA	エカテリンブルク_ロシア	ロシア	56.83	N	60.63	E	280
709	3	-3	NA	エカテリンブルク_ロシア	ロシア	56.83	N	60.63	E	280
709	4	5.2	NA	エカテリンブルク_ロシア	ロシア	56.83	N	60.63	E	280
709	5	12.6	NA	エカテリンブルク_ロシア	ロシア	56.83	N	60.63	E	280
709	6	17	NA	エカテリンブルク_ロシア	ロシア	56.83	N	60.63	E	280
709	7	19.4	NA	エカテリンブルク_ロシア	ロシア	56.83	N	60.63	E	280
709	8	16.9	NA	エカテリンブルク_ロシア	ロシア	56.83	N	60.63	E	280
709	9	11.1	NA	エカテリンブルク_ロシア	ロシア	56.83	N	60.63	E	280
709	10	3.5	NA	エカテリンブルク_ロシア	ロシア	56.83	N	60.63	E	280
709	11	-4.5	NA	エカテリンブルク_ロシア	ロシア	56.83	N	60.63	E	280
709	12	-10.5	NA	エカテリンブルク_ロシア	ロシア	56.83	N	60.63	E	280
710	1	-29	6.4	エキムチャン_ロシア	ロシア	53.08	N	132.93	E	540
710	2	-23	8.1	エキムチャン_ロシア	ロシア	53.08	N	132.93	E	540
710	3	-12.9	14.9	エキムチャン_ロシア	ロシア	53.08	N	132.93	E	540
710	4	-1.2	28.9	エキムチャン_ロシア	ロシア	53.08	N	132.93	E	540
710	5	8.1	73.3	エキムチャン_ロシア	ロシア	53.08	N	132.93	E	540
710	6	14.7	98.2	エキムチャン_ロシア	ロシア	53.08	N	132.93	E	540
710	7	18	150.9	エキムチャン_ロシア	ロシア	53.08	N	132.93	E	540
710	8	15.6	141.5	エキムチャン_ロシア	ロシア	53.08	N	132.93	E	540
710	9	8.5	92.8	エキムチャン_ロシア	ロシア	53.08	N	132.93	E	540
710	10	-2	53.1	エキムチャン_ロシア	ロシア	53.08	N	132.93	E	540
710	11	-17.5	24.5	エキムチャン_ロシア	ロシア	53.08	N	132.93	E	540
710	12	-29	11.8	エキムチャン_ロシア	ロシア	53.08	N	132.93	E	540
711	1	-18	28.6	エグベキノト_ロシア	ロシア	66.36	N	179.12	W	21
711	2	-17.1	42.1	エグベキノト_ロシア	ロシア	66.36	N	179.12	W	21
711	3	-16.1	39.1	エグベキノト_ロシア	ロシア	66.36	N	179.12	W	21
711	4	-10	20.3	エグベキノト_ロシア	ロシア	66.36	N	179.12	W	21
711	5	-0.5	33.7	エグベキノト_ロシア	ロシア	66.36	N	179.12	W	21
711	6	6.9	41.9	エグベキノト_ロシア	ロシア	66.36	N	179.12	W	21
711	7	10.7	82.2	エグベキノト_ロシア	ロシア	66.36	N	179.12	W	21
711	8	9.7	88.5	エグベキノト_ロシア	ロシア	66.36	N	179.12	W	21
711	9	4.8	64.9	エグベキノト_ロシア	ロシア	66.36	N	179.12	W	21
711	10	-2.2	78.3	エグベキノト_ロシア	ロシア	66.36	N	179.12	W	21
711	11	-9.2	43.4	エグベキノト_ロシア	ロシア	66.36	N	179.12	W	21
711	12	-15.2	40.1	エグベキノト_ロシア	ロシア	66.36	N	179.12	W	21
712	1	-30.7	8.7	エルジン_ロシア	ロシア	50.26	N	95.17	E	1100
712	2	-26.5	4.9	エルジン_ロシア	ロシア	50.26	N	95.17	E	1100
712	3	-15	4.4	エルジン_ロシア	ロシア	50.26	N	95.17	E	1100
712	4	3	7.7	エルジン_ロシア	ロシア	50.26	N	95.17	E	1100
712	5	11.6	10.5	エルジン_ロシア	ロシア	50.26	N	95.17	E	1100
712	6	17.9	20.1	エルジン_ロシア	ロシア	50.26	N	95.17	E	1100
712	7	20.1	47.8	エルジン_ロシア	ロシア	50.26	N	95.17	E	1100
712	8	17.4	36.1	エルジン_ロシア	ロシア	50.26	N	95.17	E	1100
712	9	10.7	22.1	エルジン_ロシア	ロシア	50.26	N	95.17	E	1100
712	10	2.1	10.1	エルジン_ロシア	ロシア	50.26	N	95.17	E	1100
712	11	-11.8	12.6	エルジン_ロシア	ロシア	50.26	N	95.17	E	1100
712	12	-24.7	9.6	エルジン_ロシア	ロシア	50.26	N	95.17	E	1100
713	1	-24.7	NA	エロフェイパブロビチ_ロシア	ロシア	53.97	N	121.93	E	521
713	2	-19.9	NA	エロフェイパブロビチ_ロシア	ロシア	53.97	N	121.93	E	521
713	3	-10.8	NA	エロフェイパブロビチ_ロシア	ロシア	53.97	N	121.93	E	521
713	4	0.4	NA	エロフェイパブロビチ_ロシア	ロシア	53.97	N	121.93	E	521
713	5	9.1	NA	エロフェイパブロビチ_ロシア	ロシア	53.97	N	121.93	E	521
713	6	16.4	NA	エロフェイパブロビチ_ロシア	ロシア	53.97	N	121.93	E	521
713	7	18.7	NA	エロフェイパブロビチ_ロシア	ロシア	53.97	N	121.93	E	521
713	8	15.5	NA	エロフェイパブロビチ_ロシア	ロシア	53.97	N	121.93	E	521
713	9	8.3	NA	エロフェイパブロビチ_ロシア	ロシア	53.97	N	121.93	E	521
713	10	-2.3	NA	エロフェイパブロビチ_ロシア	ロシア	53.97	N	121.93	E	521
713	11	-16.5	NA	エロフェイパブロビチ_ロシア	ロシア	53.97	N	121.93	E	521
713	12	-25	NA	エロフェイパブロビチ_ロシア	ロシア	53.97	N	121.93	E	521
714	1	-45.6	6.4	オイミャコン_ロシア	ロシア	63.25	N	143.15	E	740
714	2	-42.2	6.3	オイミャコン_ロシア	ロシア	63.25	N	143.15	E	740
714	3	-30.4	5.4	オイミャコン_ロシア	ロシア	63.25	N	143.15	E	740
714	4	-12.6	5.8	オイミャコン_ロシア	ロシア	63.25	N	143.15	E	740
714	5	3.6	14.7	オイミャコン_ロシア	ロシア	63.25	N	143.15	E	740
714	6	12.7	38.7	オイミャコン_ロシア	ロシア	63.25	N	143.15	E	740
714	7	15.3	45.5	オイミャコン_ロシア	ロシア	63.25	N	143.15	E	740
714	8	10.9	39.2	オイミャコン_ロシア	ロシア	63.25	N	143.15	E	740
714	9	2.5	24	オイミャコン_ロシア	ロシア	63.25	N	143.15	E	740
714	10	-13.6	13.1	オイミャコン_ロシア	ロシア	63.25	N	143.15	E	740
714	11	-34.4	13.1	オイミャコン_ロシア	ロシア	63.25	N	143.15	E	740
714	12	-45	6.3	オイミャコン_ロシア	ロシア	63.25	N	143.15	E	740
715	1	-19.9	29.8	オクチャブリスコエ_ロシア	ロシア	62.45	N	66.05	E	70
715	2	-17.2	27.4	オクチャブリスコエ_ロシア	ロシア	62.45	N	66.05	E	70
715	3	-8	34.9	オクチャブリスコエ_ロシア	ロシア	62.45	N	66.05	E	70
715	4	-0.9	49.8	オクチャブリスコエ_ロシア	ロシア	62.45	N	66.05	E	70
715	5	7.1	43.8	オクチャブリスコエ_ロシア	ロシア	62.45	N	66.05	E	70
715	6	14.5	75.1	オクチャブリスコエ_ロシア	ロシア	62.45	N	66.05	E	70
715	7	17.6	78.3	オクチャブリスコエ_ロシア	ロシア	62.45	N	66.05	E	70
715	8	13.6	76.6	オクチャブリスコエ_ロシア	ロシア	62.45	N	66.05	E	70
715	9	7.4	54.1	オクチャブリスコエ_ロシア	ロシア	62.45	N	66.05	E	70
715	10	-0.4	57.5	オクチャブリスコエ_ロシア	ロシア	62.45	N	66.05	E	70
715	11	-11.4	49.8	オクチャブリスコエ_ロシア	ロシア	62.45	N	66.05	E	70
715	12	-17.4	37.6	オクチャブリスコエ_ロシア	ロシア	62.45	N	66.05	E	70
716	1	-33.7	11.8	オストロフノエ_ロシア	ロシア	68.12	N	164.17	E	98
716	2	-32.3	11.8	オストロフノエ_ロシア	ロシア	68.12	N	164.17	E	98
716	3	-22.3	9.3	オストロフノエ_ロシア	ロシア	68.12	N	164.17	E	98
716	4	-11.5	5.3	オストロフノエ_ロシア	ロシア	68.12	N	164.17	E	98
716	5	2.7	9.3	オストロフノエ_ロシア	ロシア	68.12	N	164.17	E	98
716	6	12.7	31.9	オストロフノエ_ロシア	ロシア	68.12	N	164.17	E	98
716	7	14.5	45.6	オストロフノエ_ロシア	ロシア	68.12	N	164.17	E	98
716	8	10.4	41.6	オストロフノエ_ロシア	ロシア	68.12	N	164.17	E	98
716	9	3.4	27.4	オストロフノエ_ロシア	ロシア	68.12	N	164.17	E	98
716	10	-9.4	20.2	オストロフノエ_ロシア	ロシア	68.12	N	164.17	E	98
716	11	-22.3	19.6	オストロフノエ_ロシア	ロシア	68.12	N	164.17	E	98
716	12	-32	16.3	オストロフノエ_ロシア	ロシア	68.12	N	164.17	E	98
717	1	-17.6	NA	オデッスコエ_ロシア	ロシア	54.2	N	72.97	E	124
717	2	-15.6	NA	オデッスコエ_ロシア	ロシア	54.2	N	72.97	E	124
717	3	-7.4	NA	オデッスコエ_ロシア	ロシア	54.2	N	72.97	E	124
717	4	4.5	NA	オデッスコエ_ロシア	ロシア	54.2	N	72.97	E	124
717	5	13.2	NA	オデッスコエ_ロシア	ロシア	54.2	N	72.97	E	124
717	6	18.5	NA	オデッスコエ_ロシア	ロシア	54.2	N	72.97	E	124
717	7	19.7	NA	オデッスコエ_ロシア	ロシア	54.2	N	72.97	E	124
717	8	17.4	NA	オデッスコエ_ロシア	ロシア	54.2	N	72.97	E	124
717	9	11.1	NA	オデッスコエ_ロシア	ロシア	54.2	N	72.97	E	124
717	10	4	NA	オデッスコエ_ロシア	ロシア	54.2	N	72.97	E	124
717	11	-7	NA	オデッスコエ_ロシア	ロシア	54.2	N	72.97	E	124
717	12	-14.1	NA	オデッスコエ_ロシア	ロシア	54.2	N	72.97	E	124
718	1	-24.2	NA	オブルチエ_ロシア	ロシア	49	N	131.08	E	265
718	2	-18.9	NA	オブルチエ_ロシア	ロシア	49	N	131.08	E	265
718	3	-8.7	NA	オブルチエ_ロシア	ロシア	49	N	131.08	E	265
718	4	3.5	NA	オブルチエ_ロシア	ロシア	49	N	131.08	E	265
718	5	11.5	NA	オブルチエ_ロシア	ロシア	49	N	131.08	E	265
718	6	17.2	NA	オブルチエ_ロシア	ロシア	49	N	131.08	E	265
718	7	20.6	NA	オブルチエ_ロシア	ロシア	49	N	131.08	E	265
718	8	18.6	NA	オブルチエ_ロシア	ロシア	49	N	131.08	E	265
718	9	11.6	NA	オブルチエ_ロシア	ロシア	49	N	131.08	E	265
718	10	2	NA	オブルチエ_ロシア	ロシア	49	N	131.08	E	265
718	11	-12.2	NA	オブルチエ_ロシア	ロシア	49	N	131.08	E	265
718	12	-22.7	NA	オブルチエ_ロシア	ロシア	49	N	131.08	E	265
719	1	-19.9	14.5	オホーツク_ロシア	ロシア	59.37	N	143.2	E	5
719	2	-18.6	9.6	オホーツク_ロシア	ロシア	59.37	N	143.2	E	5
719	3	-12.1	15.8	オホーツク_ロシア	ロシア	59.37	N	143.2	E	5
719	4	-3.8	23.7	オホーツク_ロシア	ロシア	59.37	N	143.2	E	5
719	5	2.7	40.2	オホーツク_ロシア	ロシア	59.37	N	143.2	E	5
719	6	8.1	54.4	オホーツク_ロシア	ロシア	59.37	N	143.2	E	5
719	7	12.9	81.7	オホーツク_ロシア	ロシア	59.37	N	143.2	E	5
719	8	13.7	94.4	オホーツク_ロシア	ロシア	59.37	N	143.2	E	5
719	9	9	81.2	オホーツク_ロシア	ロシア	59.37	N	143.2	E	5
719	10	-1.2	66.2	オホーツク_ロシア	ロシア	59.37	N	143.2	E	5
719	11	-12.7	26.3	オホーツク_ロシア	ロシア	59.37	N	143.2	E	5
719	12	-19	12.3	オホーツク_ロシア	ロシア	59.37	N	143.2	E	5
720	1	-16.9	21.3	オムスク_ロシア	ロシア	55.02	N	73.38	E	121
720	2	-14.6	17.9	オムスク_ロシア	ロシア	55.02	N	73.38	E	121
720	3	-6.6	19.1	オムスク_ロシア	ロシア	55.02	N	73.38	E	121
720	4	4.7	26	オムスク_ロシア	ロシア	55.02	N	73.38	E	121
720	5	13	30.9	オムスク_ロシア	ロシア	55.02	N	73.38	E	121
720	6	18	55.2	オムスク_ロシア	ロシア	55.02	N	73.38	E	121
720	7	19.4	64.8	オムスク_ロシア	ロシア	55.02	N	73.38	E	121
720	8	17	56	オムスク_ロシア	ロシア	55.02	N	73.38	E	121
720	9	10.7	29.6	オムスク_ロシア	ロシア	55.02	N	73.38	E	121
720	10	3.8	32.9	オムスク_ロシア	ロシア	55.02	N	73.38	E	121
720	11	-6.9	34.8	オムスク_ロシア	ロシア	55.02	N	73.38	E	121
720	12	-13.9	31.5	オムスク_ロシア	ロシア	55.02	N	73.38	E	121
721	1	-37	13.3	オモロン_ロシア	ロシア	65.23	N	160.53	E	260
