no	station	url
529	リヤド国際空港 - サウジアラビア   緯度：24.93°N   経度：46.72°E   高度：614 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=40437
530	ワジュ - サウジアラビア   緯度：26.20°N   経度：36.48°E   高度：20 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=40400
531	クルネガラ - スリランカ   緯度：7.47°N   経度：80.37°E   高度：116 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=43441
532	コロンボ - スリランカ   緯度：6.90°N   経度：79.87°E   高度：7 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=43466
533	トリンコマリー - スリランカ   緯度：8.58°N   経度：81.25°E   高度：79 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=43418
534	ヌワラエリヤ - スリランカ   緯度：6.97°N   経度：80.77°E   高度：1894 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=43473
535	ハンバントタ - スリランカ   緯度：6.12°N   経度：81.13°E   高度：18 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=43497
536	プッタラム - スリランカ   緯度：8.03°N   経度：79.83°E   高度：2 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=43424
537	アランヤプラテート - タイ   緯度：13.69°N   経度：102.50°E   高度：47 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48462
538	ウタラディト - タイ   緯度：17.62°N   経度：100.10°E   高度：63 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48351
539	ウドンタニ - タイ   緯度：17.38°N   経度：102.81°E   高度：177 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48354
540	ウボン - タイ   緯度：15.25°N   経度：104.87°E   高度：122 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48407
541	カンチャナブリー - タイ   緯度：14.02°N   経度：99.54°E   高度：28 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48450
542	サコンナコン - タイ   緯度：17.16°N   経度：104.13°E   高度：171 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48356
543	サタヒップ - タイ   緯度：12.69°N   経度：100.99°E   高度：16 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48477
544	サムイ島 - タイ   緯度：9.45°N   経度：100.04°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48550
545	スパンブリー - タイ   緯度：14.47°N   経度：100.14°E   高度：7 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48425
546	スラタニー - タイ   緯度：9.13°N   経度：99.15°E   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48551
547	スリン - タイ   緯度：14.87°N   経度：103.50°E   高度：146 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48432
548	ソンクラー - タイ   緯度：7.18°N   経度：100.61°E   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48568
549	ターク - タイ   緯度：16.88°N   経度：99.14°E   高度：124 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48376
550	チェンマイ - タイ   緯度：18.77°N   経度：98.97°E   高度：313 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48327
551	チェンライ - タイ   緯度：19.96°N   経度：99.88°E   高度：390 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48303
552	チャンタブリー - タイ   緯度：12.61°N   経度：102.10°E   高度：3 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48480
553	チュムポン - タイ   緯度：10.50°N   経度：99.19°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48517
554	チョンブリー - タイ   緯度：13.35°N   経度：100.98°E   高度：1 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48459
555	トラン - タイ   緯度：7.52°N   経度：99.62°E   高度：14 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48567
556	ナコンサワン - タイ   緯度：15.67°N   経度：100.13°E   高度：34 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48400
557	ナコンシタマラート - タイ   緯度：8.54°N   経度：99.94°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48552
558	ナコンパノム - タイ   緯度：17.42°N   経度：104.78°E   高度：145 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48357
559	ナコンラチャシーマ - タイ   緯度：14.97°N   経度：102.09°E   高度：187 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48431
560	ナン - タイ   緯度：18.77°N   経度：100.76°E   高度：200 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48331
561	バンコク - タイ   緯度：13.73°N   経度：100.56°E   高度：3 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48455
562	ピッサヌローク - タイ   緯度：16.80°N   経度：100.28°E   高度：44 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48378
563	プラチュアップキリカン - タイ   緯度：11.84°N   経度：99.81°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48500
564	プラチンブリー - タイ   緯度：14.05°N   経度：101.37°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48430
565	プーケット - タイ   緯度：7.88°N   経度：98.40°E   高度：2 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48564
566	プーケット国際空港 - タイ   緯度：8.15°N   経度：98.31°E   高度：6 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48565
567	ペチャブーン - タイ   緯度：16.43°N   経度：101.15°E   高度：114 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48379
568	ホアヒン - タイ   緯度：12.58°N   経度：99.95°E   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48475
569	ムクダーン - タイ   緯度：16.53°N   経度：104.72°E   高度：138 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48383
570	メサラン - タイ   緯度：18.17°N   経度：97.93°E   高度：212 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48325
571	メソト - タイ   緯度：16.70°N   経度：98.54°E   高度：196 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48375
572	ランパン空港 - タイ   緯度：18.28°N   経度：99.51°E   高度：242 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48328
573	ロイエト - タイ   緯度：16.05°N   経度：103.66°E   高度：140 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48405
574	ロプブリー - タイ   緯度：14.80°N   経度：100.63°E   高度：10 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48426
575	ローイ空港 - タイ   緯度：17.45°N   経度：101.73°E   高度：253 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48353
576	ダンガラ - タジキスタン   緯度：38.07°N   経度：69.28°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38847
577	ドゥシャンベ - タジキスタン   緯度：38.58°N   経度：68.73°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38836
578	フジャンド - タジキスタン   緯度：40.22°N   経度：69.73°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38599
579	ウチアジ - トルクメニスタン   緯度：38.08°N   経度：62.80°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38799
580	エセンクリ - トルクメニスタン   緯度：37.47°N   経度：53.97°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38750
581	カザンジク - トルクメニスタン   緯度：39.25°N   経度：55.52°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38647
582	キジルアルバト - トルクメニスタン   緯度：38.98°N   経度：56.28°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38763
583	クシュギー - トルクメニスタン   緯度：35.28°N   経度：62.35°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38987
584	ケルキ - トルクメニスタン   緯度：37.83°N   経度：65.20°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38911
585	サラフス - トルクメニスタン   緯度：36.53°N   経度：61.22°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38974
586	ダシュハウース - トルクメニスタン   緯度：41.75°N   経度：59.82°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38392
587	ダルガンアタ - トルクメニスタン   緯度：40.47°N   経度：62.28°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38545
588	チャギル - トルクメニスタン   緯度：40.78°N   経度：55.33°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38511
589	トゥルクメンバシ - トルクメニスタン   緯度：40.05°N   経度：53.00°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38507
590	バイラマリー - トルクメニスタン   緯度：37.60°N   経度：62.18°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38895
591	バハルデン - トルクメニスタン   緯度：38.43°N   経度：57.42°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=38774
592	カトマンズ - ネパール   緯度：27.70°N   経度：85.37°E   高度：1337 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44454
593	ダンクタ - ネパール   緯度：26.98°N   経度：87.35°E   高度：1210 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44477
594	イシュルディ - バングラデシュ   緯度：24.13°N   経度：89.05°E   高度：13 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41907
595	コックスバザール - バングラデシュ   緯度：21.43°N   経度：91.93°E   高度：2 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41992
596	シルヘット - バングラデシュ   緯度：24.90°N   経度：91.88°E   高度：34 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41891
597	ジェソール - バングラデシュ   緯度：23.18°N   経度：89.17°E   高度：6 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41936
598	ダッカ - バングラデシュ   緯度：23.77°N   経度：90.38°E   高度：8 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41923
599	チッタゴン - バングラデシュ   緯度：22.27°N   経度：91.82°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41978
600	バリサル - バングラデシュ   緯度：22.75°N   経度：90.37°E   高度：3 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41950
601	ボーグラ - バングラデシュ   緯度：24.85°N   経度：89.37°E   高度：18 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41883
602	ランプル - バングラデシュ   緯度：25.73°N   経度：89.23°E   高度：33 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41859
603	バーレーン - バーレーン   緯度：26.27°N   経度：50.65°E   高度：2 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41150
604	イスラマバード国際空港 - パキスタン   緯度：33.62°N   経度：73.10°E   高度：507 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41571
605	カラチ国際空港 - パキスタン   緯度：24.90°N   経度：67.13°E   高度：21 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41780
606	カラート - パキスタン   緯度：29.03°N   経度：66.58°E   高度：2015 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41696
607	クエッタ - パキスタン   緯度：30.25°N   経度：66.88°E   高度：1587 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41660
608	サルゴーダ - パキスタン   緯度：32.05°N   経度：72.67°E   高度：187 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41594
609	シアールコート - パキスタン   緯度：32.50°N   経度：74.53°E   高度：255 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41600
610	ジェルム - パキスタン   緯度：32.93°N   経度：73.72°E   高度：232 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41598
611	ジャコババード - パキスタン   緯度：28.30°N   経度：68.47°E   高度：55 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41715
612	ジョブ - パキスタン   緯度：31.35°N   経度：69.47°E   高度：1405 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41620
613	ジーワニ - パキスタン   緯度：25.07°N   経度：61.80°E   高度：56 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41756
614	ダールバンディン - パキスタン   緯度：28.88°N   経度：64.40°E   高度：848 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41712
615	デライスマーイールハーン - パキスタン   緯度：31.82°N   経度：70.92°E   高度：172 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41624
616	ナワーブシャー - パキスタン   緯度：26.25°N   経度：68.37°E   高度：37 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41749
617	ノククンディ - パキスタン   緯度：28.82°N   経度：62.75°E   高度：682 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41710
618	ハイデラーバード - パキスタン   緯度：25.38°N   経度：68.42°E   高度：28 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41764
619	ハーンプル - パキスタン   緯度：28.65°N   経度：70.68°E   高度：87 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41718
620	パスニ - パキスタン   緯度：25.27°N   経度：63.48°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41759
621	パンジグール - パキスタン   緯度：26.97°N   経度：64.10°E   高度：980 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41739
622	パーラチナール - パキスタン   緯度：33.87°N   経度：70.08°E   高度：1725 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41560
623	フーズダール - パキスタン   緯度：27.83°N   経度：66.63°E   高度：1231 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41744
624	ペシャーワル - パキスタン   緯度：34.02°N   経度：71.58°E   高度：359 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41530
625	ムルターン - パキスタン   緯度：30.20°N   経度：71.43°E   高度：122 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41675
626	ラホール - パキスタン   緯度：31.55°N   経度：74.33°E   高度：214 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=41640
627	カオバン - ベトナム   緯度：22.67°N   経度：106.25°E   高度：244 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48808
628	カマウ - ベトナム   緯度：9.18°N   経度：105.15°E   高度：1 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48914
629	クイニョン - ベトナム   緯度：13.77°N   経度：109.22°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48870
630	ソンラ - ベトナム   緯度：21.33°N   経度：103.90°E   高度：675 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48806
631	タインホア - ベトナム   緯度：19.75°N   経度：105.78°E   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48840
632	ダナン - ベトナム   緯度：16.07°N   経度：108.35°E   高度：7 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48855
633	ドンホイ - ベトナム   緯度：17.48°N   経度：106.60°E   高度：6 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48848
634	ニャチャン - ベトナム   緯度：12.22°N   経度：109.22°E   高度：3 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48877
635	ビン - ベトナム   緯度：18.67°N   経度：105.68°E   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48845
636	ファンチェット - ベトナム   緯度：10.93°N   経度：108.10°E   高度：8 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48887
637	フエ - ベトナム   緯度：16.43°N   経度：107.58°E   高度：10 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48852
638	フーコック - ベトナム   緯度：10.22°N   経度：103.97°E   高度：3 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48917
639	ホーチミン - ベトナム   緯度：10.82°N   経度：106.67°E   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48900
640	ランソン - ベトナム   緯度：21.83°N   経度：106.77°E   高度：258 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48830
641	シトウェ - ミャンマー   緯度：20.13°N   経度：92.88°E   高度：4 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48062
642	マンダレー - ミャンマー   緯度：21.98°N   経度：96.10°E   高度：74 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48042
643	ミッチーナー - ミャンマー   緯度：25.37°N   経度：97.40°E   高度：145 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48008
644	ヤンゴン - ミャンマー   緯度：16.77°N   経度：96.17°E   高度：14 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48097
645	マレ - モルディブ   緯度：4.19°N   経度：73.53°E   高度：2 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=43555
646	アルタイ - モンゴル   緯度：46.40°N   経度：96.25°E   高度：2182 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44277
647	アルバイヘール - モンゴル   緯度：46.27°N   経度：102.78°E   高度：1813 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44288
648	ウランゴム - モンゴル   緯度：49.80°N   経度：92.08°E   高度：940 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44212
649	ウランバートル - モンゴル   緯度：47.92°N   経度：106.87°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44292
650	ウリヤスタイ - モンゴル   緯度：47.75°N   経度：96.85°E   高度：1761 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44272
651	ウルギー - モンゴル   緯度：48.93°N   経度：89.93°E   高度：1716 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44214
652	エルデネマンダル - モンゴル   緯度：48.53°N   経度：101.38°E   高度：1510 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44237
653	サインシャンド - モンゴル   緯度：44.90°N   経度：110.12°E   高度：938 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44354
654	ダランザダガド - モンゴル   緯度：43.58°N   経度：104.42°E   高度：1465 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44373
655	チョイバルサン - モンゴル   緯度：48.08°N   経度：114.55°E   高度：747 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44259
656	ツェツェルレグ - モンゴル   緯度：47.45°N   経度：101.47°E   高度：1693 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44282
657	ハトガル - モンゴル   緯度：50.43°N   経度：100.15°E   高度：1669 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44207
658	バヤンホンゴル - モンゴル   緯度：46.13°N   経度：100.68°E   高度：1860 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44287
659	バルーンウルト - モンゴル   緯度：46.68°N   経度：113.28°E   高度：982 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44305
660	フタグ - モンゴル   緯度：49.38°N   経度：102.70°E   高度：938 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44232
661	ブルガン - モンゴル   緯度：48.80°N   経度：103.55°E   高度：1209 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44239
662	ホブド - モンゴル   緯度：48.02°N   経度：91.57°E   高度：1406 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44218
663	マンダルゴビ - モンゴル   緯度：45.77°N   経度：106.28°E   高度：1396 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44341
664	ムルン - モンゴル   緯度：49.63°N   経度：100.17°E   高度：1285 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=44231
665	サバナケット - ラオス   緯度：16.55°N   経度：104.65°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48947
666	サラワン - ラオス   緯度：15.68°N   経度：106.43°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48952
667	ビエンチャン - ラオス   緯度：17.95°N   経度：102.57°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48940
668	ルアンプラバン - ラオス   緯度：19.88°N   経度：102.13°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=48930
669	アギンスコエ - ロシア   緯度：51.10°N   経度：114.52°E   高度：680 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30859
670	アクシャ - ロシア   緯度：50.27°N   経度：113.27°E   高度：731 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30957
671	アクブラク - ロシア   緯度：51.02°N   経度：55.63°E   高度：143 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=35127
672	アスキノ - ロシア   緯度：56.11°N   経度：56.57°E   高度：206 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28522
673	アナディリ - ロシア   緯度：64.78°N   経度：177.57°E   高度：64 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=25563
674	アムガ - ロシア   緯度：60.90°N   経度：131.98°E   高度：145 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=24962
675	アムデルマ - ロシア   緯度：69.78°N   経度：61.66°E   高度：53 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23022
676	アヤン - ロシア   緯度：56.45°N   経度：138.15°E   高度：6 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31168
677	アルダン - ロシア   緯度：58.62°N   経度：125.37°E   高度：678 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31004
678	アレクサンドロフスク - ロシア   緯度：50.90°N   経度：142.17°E   高度：30 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=32061
679	アレクサンドロフスコエ - ロシア   緯度：60.43°N   経度：77.87°E   高度：47 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23955
680	アンバルチク - ロシア   緯度：69.62°N   経度：162.30°E   高度：24 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=25034
681	イカ - ロシア   緯度：59.28°N   経度：106.17°E   高度：350 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30028
682	イガルカ - ロシア   緯度：67.47°N   経度：86.57°E   高度：25 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23274
683	イシム - ロシア   緯度：56.10°N   経度：69.43°E   高度：82 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28573
684	イシリクリ - ロシア   緯度：54.93°N   経度：71.27°E   高度：125 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28688
