no	station	url	continent
28383	チェウリズ - ロシア   緯度：57.52°N   経度：72.40°E   高度：65 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28383	アジア
25123	チェルスキー - ロシア   緯度：68.75°N   経度：161.28°E   高度：32 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=25123	アジア
23914	チェルディン - ロシア   緯度：60.40°N   経度：56.52°E   高度：208 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23914	アジア
28428	チェルヌシカ - ロシア   緯度：56.50°N   経度：56.13°E   高度：148 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28428	アジア
28799	チェルラク - ロシア   緯度：54.17°N   経度：74.80°E   高度：114 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28799	アジア
30758	チタ - ロシア   緯度：52.08°N   経度：113.48°E   高度：671 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30758	アジア
30372	チャラ - ロシア   緯度：56.90°N   経度：118.27°E   高度：709 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30372	アジア
28586	チュカリンスク - ロシア   緯度：55.87°N   経度：72.22°E   高度：116 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28586	アジア
24768	チュラプチャ - ロシア   緯度：62.03°N   経度：132.60°E   高度：181 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=24768	アジア
30393	チュリマン - ロシア   緯度：56.83°N   経度：124.87°E   高度：855 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30393	アジア
29625	チュルイム - ロシア   緯度：55.10°N   経度：80.97°E   高度：140 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29625	アジア
30499	ツィンダ - ロシア   緯度：55.18°N   経度：124.67°E   高度：533 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30499	アジア
29654	ツェントラリヌイ - ロシア   緯度：55.21°N   経度：87.64°E   高度：496 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29654	アジア
21824	ティクシ - ロシア   緯度：71.58°N   経度：128.92°E   高度：6 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=21824	アジア
31909	テルネイ - ロシア   緯度：45.00°N   経度：136.60°E   高度：51 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31909	アジア
20674	ディクソン - ロシア   緯度：73.51°N   経度：80.41°E   高度：42 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=20674	アジア
28076	デミヤンスコエ - ロシア   緯度：59.60°N   経度：69.28°E   高度：57 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28076	アジア
32071	トゥイモフスコエ - ロシア   緯度：50.73°N   経度：142.72°E   高度：94 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=32071	アジア
24507	トゥラー - ロシア   緯度：64.27°N   経度：100.22°E   高度：188 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=24507	アジア
28255	トゥリンスク - ロシア   緯度：58.05°N   経度：63.68°E   高度：101 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28255	アジア
23472	トゥルハンスク - ロシア   緯度：65.79°N   経度：87.99°E   高度：38 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23472	アジア
30504	トゥルン - ロシア   緯度：54.60°N   経度：100.63°E   高度：523 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30504	アジア
29636	トグチン - ロシア   緯度：55.22°N   経度：84.39°E   高度：172 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29636	アジア
28275	トボリスク - ロシア   緯度：58.15°N   経度：68.25°E   高度：55 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28275	アジア
29430	トムスク - ロシア   緯度：56.50°N   経度：84.92°E   高度：141 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29430	アジア
23662	トリカ - ロシア   緯度：63.98°N   経度：82.08°E   高度：31 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23662	アジア
28748	トロイツク - ロシア   緯度：54.08°N   経度：61.62°E   高度：192 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28748	アジア
23711	トロイツコペチョルスク - ロシア   緯度：62.70°N   経度：56.18°E   高度：134 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23711	アジア
23074	ドゥジンカ - ロシア   緯度：69.40°N   経度：86.17°E   高度：14 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23074	アジア
30493	ナゴルヌイ - ロシア   緯度：55.97°N   経度：124.88°E   高度：860 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30493	アジア
28588	ナズイバエフスク - ロシア   緯度：55.57°N   経度：71.37°E   高度：125 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28588	アジア
23445	ナディム - ロシア   緯度：65.47°N   経度：72.67°E   高度：14 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23445	アジア
23205	ナリヤンマル - ロシア   緯度：67.62°N   経度：53.02°E   高度：5 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23205	アジア
31369	ニコラエフスクナアムーレ - ロシア   緯度：53.15°N   経度：140.70°E   高度：67 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31369	アジア
28240	ニジニータギル - ロシア   緯度：57.88°N   経度：60.07°E   高度：262 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28240	アジア
30433	ニジネアングルスク - ロシア   緯度：55.79°N   経度：109.58°E   高度：477 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30433	アジア
29698	ニジネウディンスク - ロシア   緯度：54.88°N   経度：99.03°E   高度：411 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29698	アジア
24639	ニュルバ - ロシア   緯度：63.28°N   経度：118.33°E   高度：117 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=24639	アジア
31152	ネリカン - ロシア   緯度：57.65°N   経度：136.15°E   高度：326 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31152	アジア
30879	ネルチンスキーザボド - ロシア   緯度：51.32°N   経度：119.62°E   高度：621 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30879	アジア
32053	ノグリキー - ロシア   緯度：51.92°N   経度：143.13°E   高度：29 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=32053	アジア
28319	ノソフカ - ロシア   緯度：57.08°N   経度：54.75°E   高度：132 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28319	アジア
29846	ノボクズネツク - ロシア   緯度：53.82°N   経度：86.88°E   高度：308 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29846	アジア
29634	ノボシビルスク - ロシア   緯度：55.09°N   経度：82.90°E   高度：173 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29634	アジア
31388	ノルスク - ロシア   緯度：52.35°N   経度：129.92°E   高度：207 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31388	アジア
23242	ノーブイポルト - ロシア   緯度：67.69°N   経度：72.88°E   高度：10 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23242	アジア
20891	ハタンガ川 - ロシア   緯度：71.98°N   経度：102.47°E   高度：31 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=20891	アジア
31735	ハバロフスク - ロシア   緯度：48.53°N   経度：135.19°E   高度：75 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31735	アジア
23891	バイキト - ロシア   緯度：61.67°N   経度：96.37°E   高度：262 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23891	アジア
30554	バグダリン - ロシア   緯度：54.44°N   経度：113.58°E   高度：901 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30554	アジア
24656	バタマイ - ロシア   緯度：63.52°N   経度：129.48°E   高度：80 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=24656	アジア
24908	バナバラ - ロシア   緯度：60.34°N   経度：102.29°E   高度：259 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=24908	アジア
30822	バブシキン - ロシア   緯度：51.71°N   経度：105.85°E   高度：466 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30822	アジア
30612	バラガンスク - ロシア   緯度：54.00°N   経度：103.07°E   高度：429 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30612	アジア
29612	バラビンスク - ロシア   緯度：55.35°N   経度：78.31°E   高度：119 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29612	アジア
30636	バルグジン - ロシア   緯度：53.62°N   経度：109.63°E   高度：488 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30636	アジア
29838	バルナウル - ロシア   緯度：53.43°N   経度：83.52°E   高度：183 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29838	アジア
25282	バンカレム - ロシア   緯度：67.83°N   経度：175.83°W   高度：3 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=25282	アジア
23966	バンジリクイナク - ロシア   緯度：60.35°N   経度：84.08°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23966	アジア
31987	パルチザンスク - ロシア   緯度：43.15°N   経度：133.02°E   高度：221 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31987	アジア
31832	ビキン - ロシア   緯度：46.80°N   経度：134.27°E   高度：70 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31832	アジア
28138	ビセル - ロシア   緯度：58.52°N   経度：58.85°E   高度：463 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28138	アジア
30054	ビティム - ロシア   緯度：59.45°N   経度：112.58°E   高度：186 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30054	アジア
24641	ビリュイスク - ロシア   緯度：63.78°N   経度：121.62°E   高度：111 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=24641	アジア
28621	ビルスク - ロシア   緯度：55.40°N   経度：55.55°E   高度：186 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28621	アジア
31713	ビロビジャン - ロシア   緯度：48.73°N   経度：132.95°E   高度：80 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31713	アジア
28711	ブグリマ - ロシア   緯度：54.63°N   経度：52.80°E   高度：299 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28711	アジア
28806	ブグルスラン - ロシア   緯度：53.62°N   経度：52.45°E   高度：93 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28806	アジア
28909	ブズルク - ロシア   緯度：52.82°N   経度：52.22°E   高度：79 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28909	アジア
31510	ブラゴベシチェンスク - ロシア   緯度：50.28°N   経度：127.48°E   高度：168 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31510	アジア
30309	ブラーツク - ロシア   緯度：56.28°N   経度：101.75°E   高度：411 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30309	アジア
35041	ブレドゥイ - ロシア   緯度：52.43°N   経度：60.35°E   高度：309 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=35041	アジア
30975	プリアルグンスク - ロシア   緯度：50.33°N   経度：119.07°E   高度：521 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30975	アジア
23631	ベリョーゾボ - ロシア   緯度：63.93°N   経度：65.05°E   高度：27 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23631	アジア
25062	ベリングス - ロシア   緯度：69.88°N   経度：175.77°E   高度：2 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=25062	アジア
28833	ベルクネウラルスク - ロシア   緯度：53.88°N   経度：59.20°E   高度：401 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28833	アジア
28541	ベルフニーウファレイ - ロシア   緯度：56.08°N   経度：60.30°E   高度：392 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28541	アジア
23678	ベルフネイムバーツク - ロシア   緯度：63.15°N   経度：87.97°E   高度：46 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23678	アジア
28144	ベルホトゥリエ - ロシア   緯度：58.87°N   経度：60.78°E   高度：124 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28144	アジア
24266	ベルホヤンスク - ロシア   緯度：67.57°N   経度：133.40°E   高度：136 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=24266	アジア
28216	ベレシチャギノ - ロシア   緯度：58.08°N   経度：54.68°E   高度：238 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28216	アジア
31513	ベログルスク - ロシア   緯度：50.92°N   経度：128.47°E   高度：178 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31513	アジア
32618	ベーリング島 - ロシア   緯度：55.20°N   経度：165.98°E   高度：16 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=32618	アジア
23418	ペチョラ - ロシア   緯度：65.13°N   経度：57.13°E   高度：53 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23418	アジア
32583	ペトロパブロフスクカムチャツキー - ロシア   緯度：52.87°N   経度：158.65°E   高度：32 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=32583	アジア
28224	ペルミ - ロシア   緯度：58.00°N   経度：56.67°E   高度：171 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28224	アジア
35007	ペレリュブ - ロシア   緯度：51.87°N   経度：50.33°E   高度：72 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=35007	アジア
29282	ボグチャヌイ - ロシア   緯度：58.38°N   経度：97.45°E   高度：131 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29282	アジア
29553	ボゴトル - ロシア   緯度：56.23°N   経度：89.55°E   高度：288 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29553	アジア
30253	ボダイボ - ロシア   緯度：57.87°N   経度：114.24°E   高度：278 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30253	アジア
31253	ボムナク - ロシア   緯度：54.72°N   経度：128.87°E   高度：365 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31253	アジア
29471	ボリシャヤムルタ - ロシア   緯度：56.89°N   経度：93.17°E   高度：180 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29471	アジア
23884	ボル - ロシア   緯度：61.58°N   経度：90.03°E   高度：62 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23884	アジア
23226	ボルクタ - ロシア   緯度：67.49°N   経度：63.97°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23226	アジア
30965	ボルジャ - ロシア   緯度：50.40°N   経度：116.52°E   高度：675 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30965	アジア
23973	ボロゴボ - ロシア   緯度：61.03°N   経度：89.61°E   高度：45 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23973	アジア
20982	ボロチャンカ - ロシア   緯度：70.97°N   経度：94.50°E   高度：37 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=20982	アジア
29539	ボロトノエ - ロシア   緯度：55.67°N   経度：84.40°E   高度：191 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29539	アジア
32027	ポギビ - ロシア   緯度：52.22°N   経度：141.63°E   高度：6 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=32027	アジア
24856	ポクロフスク - ロシア   緯度：61.48°N   経度：129.15°E   高度：115 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=24856	アジア
31915	ポグラニチヌイ - ロシア   緯度：44.40°N   経度：131.38°E   高度：217 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31915	アジア
31969	ポシエト - ロシア   緯度：42.65°N   経度：130.80°E   高度：41 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31969	アジア
31587	ポヤルコボ - ロシア   緯度：49.62°N   経度：128.65°E   高度：115 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31587	アジア
28786	ポルタフカ - ロシア   緯度：54.37°N   経度：71.75°E   高度：124 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28786	アジア
32098	ポロナイスク - ロシア   緯度：49.22°N   経度：143.10°E   高度：7 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=32098	アジア
25913	マガダン - ロシア   緯度：59.55°N   経度：150.78°E   高度：115 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=25913	アジア
31295	マグダガチ - ロシア   緯度：53.47°N   経度：125.82°E   高度：362 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=31295	アジア
28838	マグニトゴルスク - ロシア   緯度：53.35°N   経度：59.08°E   高度：384 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28838	アジア
30157	ママ - ロシア   緯度：58.32°N   経度：112.87°E   高度：219 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30157	アジア
30252	ママカン - ロシア   緯度：57.82°N   経度：114.02°E   高度：244 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30252	アジア
25551	マルコボ - ロシア   緯度：64.68°N   経度：170.42°E   高度：25 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=25551	アジア
20744	マールイエカルマクルイ - ロシア   緯度：72.37°N   経度：52.72°E   高度：18 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=20744	アジア
29866	ミヌシンスク - ロシア   緯度：53.72°N   経度：91.70°E   高度：254 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=29866	アジア
24726	ミールヌイ - ロシア   緯度：62.53°N   経度：113.87°E   高度：351 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=24726	アジア
28925	メレウズ - ロシア   緯度：52.93°N   経度：55.92°E   高度：180 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=28925	アジア
30673	モゴチャ - ロシア   緯度：53.75°N   経度：119.73°E   高度：624 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30673	アジア
30802	モンディ - ロシア   緯度：51.68°N   経度：100.98°E   高度：1303 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30802	アジア
24959	ヤクーツク - ロシア   緯度：62.02°N   経度：129.72°E   高度：98 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=24959	アジア
32150	ユジノサハリンスク - ロシア   緯度：46.95°N   経度：142.72°E   高度：22 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=32150	アジア
23867	ラリヤク - ロシア   緯度：61.10°N   経度：80.25°E   高度：55 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=23867	アジア
32076	ランゲリ - ロシア   緯度：50.40°N   経度：143.77°E   高度：6 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=32076	アジア
24923	レンスク - ロシア   緯度：60.72°N   経度：114.88°E   高度：241 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=24923	アジア
32213	ロパトカ岬 - ロシア   緯度：50.87°N   経度：156.68°E   高度：48 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=32213	アジア
30650	ロマノフカ - ロシア   緯度：53.20°N   経度：112.78°E   高度：920 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=30650	アジア
32099	北知床岬（テルペニヤ岬） - ロシア   緯度：48.65°N   経度：144.73°E   高度：33 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=32099	アジア
50727	アルシャン（阿爾山）〔内モンゴル自治区〕 - 中華人民共和国   緯度：47.17°N   経度：119.93°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=50727	アジア
51076	アルタイ（阿勒泰）〔シンチアン（新疆）ウイグル自治区〕 - 中華人民共和国   緯度：47.73°N   経度：88.08°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=51076	アジア
50854	アンター（安達）〔ヘイロンチアン（黒竜江）省〕 - 中華人民共和国   緯度：46.38°N   経度：125.32°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=50854	アジア
54916	イエンチョウ〔シャントン（山東）省〕 - 中華人民共和国   緯度：35.57°N   経度：116.85°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=54916	アジア
53723	イエンチー（塩池）〔ニンシア（寧夏）ホイ族自治区〕 - 中華人民共和国   緯度：37.80°N   経度：107.38°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=53723	アジア
54292	イエンチー（延吉）〔チーリン（吉林）省〕 - 中華人民共和国   緯度：42.87°N   経度：129.50°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=54292	アジア
54471	インコウ（営口）〔リャオニン（遼寧）省〕 - 中華人民共和国   緯度：40.67°N   経度：122.17°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=54471	アジア
53614	インチョワン（銀川）〔ニンシアホイ族自治区〕 - 中華人民共和国   緯度：38.47°N   経度：106.20°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=53614	アジア
51431	イーニン（伊寧）〔シンチアン（新疆）ウイグル自治区〕 - 中華人民共和国   緯度：43.95°N   経度：81.33°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=51431	アジア
54843	ウェイファン〔シャントン（山東）省〕 - 中華人民共和国   緯度：36.77°N   経度：119.18°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=54843	アジア
56187	ウェンチアン（温江） - 中華人民共和国   緯度：30.75°N   経度：103.87°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=56187	アジア
53336	ウラド中旗〔内モンゴル自治区〕 - 中華人民共和国   緯度：41.57°N   経度：108.52°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=53336	アジア
51463	ウルムチ（烏魯木斉）〔シンチアン（新疆）ウイグル自治区〕 - 中華人民共和国   緯度：43.78°N   経度：87.65°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=51463	アジア
59265	ウーチョウ（梧州） - 中華人民共和国   緯度：23.48°N   経度：111.30°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=59265	アジア
56096	ウートゥー（武都）〔カンスー(甘粛）省〕 - 中華人民共和国   緯度：33.40°N   経度：104.92°E   高度：1079 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=56096	アジア
57494	ウーハン（武漢）〔フーペイ（湖北）省〕 - 中華人民共和国   緯度：30.60°N   経度：114.05°E   高度：24 (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=57494	アジア
52267	エジン（旗額済納旗）〔内モンゴル自治区〕 - 中華人民共和国   緯度：41.95°N   経度：101.07°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=52267	アジア
53068	エレンホト（二連浩特）〔内モンゴル自治区〕 - 中華人民共和国   緯度：43.65°N   経度：112.00°E   高度：- (m)	https://www.data.jma.go.jp/gmd/cpd/monitor/nrmlist/NrmMonth.php?stn=53068	アジア
